deep_burgundy,#800020,navy,#000080
emerald_green,#50C878,beige,#F5F5DC
mustard_yellow,#FFDB58,charcoal_gray,#36454F
royal_blue,#4169E1,taupe,#483C32
plum,#8E4585,chocolate,#7B3F00
brick_red,#CB4154,cream,#FFFDD0
olive,#808000,midnight_blue,#191970
rust,#B7410E,sand,#C2B280
goldenrod,#DAA520,steel_gray,#4682B4
burnt_orange,#CC5500,forest_green,#228B22
deep_burgundy,#800020,taupe,#483C32
emerald_green,#50C878,chocolate,#7B3F00
mustard_yellow,#FFDB58,navy,#000080
royal_blue,#4169E1,cream,#FFFDD0
plum,#8E4585,beige,#F5F5DC
brick_red,#CB4154,steel_gray,#4682B4
olive,#808000,charcoal_gray,#36454F
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,midnight_blue,#191970
burnt_orange,#CC5500,sand,#C2B280
deep_burgundy,#800020,chocolate,#7B3F00
emerald_green,#50C878,taupe,#483C32
mustard_yellow,#FFDB58,cream,#FFFDD0
royal_blue,#4169E1,steel_gray,#4682B4
plum,#8E4585,navy,#000080
brick_red,#CB4154,forest_green,#228B22
olive,#808000,sand,#C2B280
rust,#B7410E,beige,#F5F5DC
goldenrod,#DAA520,charcoal_gray,#36454F
burnt_orange,#CC5500,midnight_blue,#191970
deep_burgundy,#800020,cream,#FFFDD0
emerald_green,#50C878,navy,#000080
mustard_yellow,#FFDB58,forest_green,#228B22
royal_blue,#4169E1,taupe,#483C32
plum,#8E4585,chocolate,#7B3F00
brick_red,#CB4154,sand,#C2B280
olive,#808000,steel_gray,#4682B4
rust,#B7410E,beige,#F5F5DC
goldenrod,#DAA520,midnight_blue,#191970
burnt_orange,#CC5500,charcoal_gray,#36454F
deep_burgundy,#800020,steel_gray,#4682B4
emerald_green,#50C878,cream,#FFFDD0
mustard_yellow,#FFDB58,midnight_blue,#191970
royal_blue,#4169E1,charcoal_gray,#36454F
plum,#8E4585,sand,#C2B280
brick_red,#CB4154,navy,#000080
olive,#808000,beige,#F5F5DC
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,chocolate,#7B3F00
burnt_orange,#CC5500,taupe,#483C32
deep_burgundy,#800020,sand,#C2B280
emerald_green,#50C878,steel_gray,#4682B4
mustard_yellow,#FFDB58,cream,#FFFDD0
royal_blue,#4169E1,midnight_blue,#191970
plum,#8E4585,navy,#000080
brick_red,#CB4154,charcoal_gray,#36454F
olive,#808000,taupe,#483C32
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,cream,#FFFDD0
burnt_orange,#CC5500,sand,#C2B280
deep_burgundy,#800020,charcoal_gray,#36454F
emerald_green,#50C878,midnight_blue,#191970
mustard_yellow,#FFDB58,steel_gray,#4682B4
royal_blue,#4169E1,beige,#F5F5DC
plum,#8E4585,taupe,#483C32
brick_red,#CB4154,navy,#000080
olive,#808000,cream,#FFFDD0
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,chocolate,#7B3F00
burnt_orange,#CC5500,sand,#C2B280
deep_burgundy,#800020,steel_gray,#4682B4
emerald_green,#50C878,cream,#FFFDD0
mustard_yellow,#FFDB58,midnight_blue,#191970
royal_blue,#4169E1,charcoal_gray,#36454F
plum,#8E4585,sand,#C2B280
brick_red,#CB4154,navy,#000080
olive,#808000,beige,#F5F5DC
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,chocolate,#7B3F00
burnt_orange,#CC5500,taupe,#483C32
deep_burgundy,#800020,sand,#C2B280
emerald_green,#50C878,steel_gray,#4682B4
mustard_yellow,#FFDB58,cream,#FFFDD0
royal_blue,#4169E1,midnight_blue,#191970
plum,#8E4585,navy,#000080
brick_red,#CB4154,charcoal_gray,#36454F
olive,#808000,taupe,#483C32
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,cream,#FFFDD0
burnt_orange,#CC5500,sand,#C2B280
deep_burgundy,#800020,charcoal_gray,#36454F
emerald_green,#50C878,midnight_blue,#191970
mustard_yellow,#FFDB58,steel_gray,#4682B4
royal_blue,#4169E1,beige,#F5F5DC
plum,#8E4585,taupe,#483C32
brick_red,#CB4154,navy,#000080
olive,#808000,cream,#FFFDD0
rust,#B7410E,forest_green,#228B22
goldenrod,#DAA520,chocolate,#7B3F00
burnt_orange,#CC5500,sand,#C2B280
