golden_yellow,#FFD700,navy,#000080
emerald_green,#50C878,beige,#F5F5DC
burnt_orange,#CC5500,charcoal_gray,#36454F
royal_blue,#4169E1,taupe,#483C32
deep_plum,#673147,chocolate,#7B3F00
crimson_red,#DC143C,cream,#FFFDD0
copper,#B87333,midnight_blue,#191970
brick_red,#CB4154,sand,#C2B280
amber,#FFBF00,steel_gray,#4682B4
forest_green,#228B22,beige,#F5F5DC
golden_yellow,#FFD700,taupe,#483C32
emerald_green,#50C878,chocolate,#7B3F00
burnt_orange,#CC5500,navy,#000080
royal_blue,#4169E1,cream,#FFFDD0
deep_plum,#673147,beige,#F5F5DC
crimson_red,#DC143C,steel_gray,#4682B4
copper,#B87333,charcoal_gray,#36454F
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,midnight_blue,#191970
forest_green,#228B22,sand,#C2B280
golden_yellow,#FFD700,chocolate,#7B3F00
emerald_green,#50C878,taupe,#483C32
burnt_orange,#CC5500,cream,#FFFDD0
royal_blue,#4169E1,steel_gray,#4682B4
deep_plum,#673147,navy,#000080
crimson_red,#DC143C,forest_green,#228B22
copper,#B87333,sand,#C2B280
brick_red,#CB4154,beige,#F5F5DC
amber,#FFBF00,charcoal_gray,#36454F
forest_green,#228B22,midnight_blue,#191970
golden_yellow,#FFD700,cream,#FFFDD0
emerald_green,#50C878,navy,#000080
burnt_orange,#CC5500,forest_green,#228B22
royal_blue,#4169E1,taupe,#483C32
deep_plum,#673147,chocolate,#7B3F00
crimson_red,#DC143C,sand,#C2B280
copper,#B87333,steel_gray,#4682B4
brick_red,#CB4154,beige,#F5F5DC
amber,#FFBF00,midnight_blue,#191970
forest_green,#228B22,charcoal_gray,#36454F
golden_yellow,#FFD700,steel_gray,#4682B4
emerald_green,#50C878,cream,#FFFDD0
burnt_orange,#CC5500,midnight_blue,#191970
royal_blue,#4169E1,charcoal_gray,#36454F
deep_plum,#673147,sand,#C2B280
crimson_red,#DC143C,navy,#000080
copper,#B87333,beige,#F5F5DC
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,chocolate,#7B3F00
forest_green,#228B22,taupe,#483C32
golden_yellow,#FFD700,sand,#C2B280
emerald_green,#50C878,steel_gray,#4682B4
burnt_orange,#CC5500,cream,#FFFDD0
royal_blue,#4169E1,midnight_blue,#191970
deep_plum,#673147,navy,#000080
crimson_red,#DC143C,charcoal_gray,#36454F
copper,#B87333,taupe,#483C32
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,cream,#FFFDD0
forest_green,#228B22,sand,#C2B280
golden_yellow,#FFD700,charcoal_gray,#36454F
emerald_green,#50C878,midnight_blue,#191970
burnt_orange,#CC5500,steel_gray,#4682B4
royal_blue,#4169E1,beige,#F5F5DC
deep_plum,#673147,taupe,#483C32
crimson_red,#DC143C,navy,#000080
copper,#B87333,cream,#FFFDD0
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,chocolate,#7B3F00
forest_green,#228B22,sand,#C2B280
golden_yellow,#FFD700,steel_gray,#4682B4
emerald_green,#50C878,cream,#FFFDD0
burnt_orange,#CC5500,midnight_blue,#191970
royal_blue,#4169E1,charcoal_gray,#36454F
deep_plum,#673147,sand,#C2B280
crimson_red,#DC143C,navy,#000080
copper,#B87333,beige,#F5F5DC
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,chocolate,#7B3F00
forest_green,#228B22,taupe,#483C32
golden_yellow,#FFD700,sand,#C2B280
emerald_green,#50C878,steel_gray,#4682B4
burnt_orange,#CC5500,cream,#FFFDD0
royal_blue,#4169E1,midnight_blue,#191970
deep_plum,#673147,navy,#000080
crimson_red,#DC143C,charcoal_gray,#36454F
copper,#B87333,taupe,#483C32
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,cream,#FFFDD0
forest_green,#228B22,sand,#C2B280
golden_yellow,#FFD700,charcoal_gray,#36454F
emerald_green,#50C878,midnight_blue,#191970
burnt_orange,#CC5500,steel_gray,#4682B4
royal_blue,#4169E1,beige,#F5F5DC
deep_plum,#673147,taupe,#483C32
crimson_red,#DC143C,navy,#000080
copper,#B87333,cream,#FFFDD0
brick_red,#CB4154,forest_green,#228B22
amber,#FFBF00,chocolate,#7B3F00
forest_green,#228B22,sand,#C2B280
