ivory,#FFFFF0,navy,#000080
olive,#808000,beige,#F5F5DC
peach,#FFDAB9,charcoal_gray,#36454F
sky_blue,#87CEEB,taupe,#483C32
soft_lavender,#E6E6FA,chocolate,#7B3F00
coral,#FF7F50,cream,#FFFDD0
mint_green,#98FF98,midnight_blue,#191970
light_coral,#F08080,sand,#C2B280
buttercup,#FCE205,steel_gray,#4682B4
apricot,#FBCEB1,forest_green,#228B22
ivory,#FFFFF0,taupe,#483C32
olive,#808000,chocolate,#7B3F00
peach,#FFDAB9,navy,#000080
sky_blue,#87CEEB,cream,#FFFDD0
soft_lavender,#E6E6FA,beige,#F5F5DC
coral,#FF7F50,steel_gray,#4682B4
mint_green,#98FF98,charcoal_gray,#36454F
light_coral,#F08080,forest_green,#228B22
buttercup,#FCE205,midnight_blue,#191970
apricot,#FBCEB1,sand,#C2B280
ivory,#FFFFF0,chocolate,#7B3F00
olive,#808000,taupe,#483C32
peach,#FFDAB9,cream,#FFFDD0
sky_blue,#87CEEB,steel_gray,#4682B4
soft_lavender,#E6E6FA,navy,#000080
coral,#FF7F50,forest_green,#228B22
mint_green,#98FF98,sand,#C2B280
light_coral,#F08080,beige,#F5F5DC
buttercup,#FCE205,charcoal_gray,#36454F
apricot,#FBCEB1,midnight_blue,#191970
ivory,#FFFFF0,cream,#FFFDD0
olive,#808000,navy,#000080
peach,#FFDAB9,forest_green,#228B22
sky_blue,#87CEEB,taupe,#483C32
soft_lavender,#E6E6FA,chocolate,#7B3F00
coral,#FF7F50,sand,#C2B280
mint_green,#98FF98,steel_gray,#4682B4
light_coral,#F08080,beige,#F5F5DC
buttercup,#FCE205,midnight_blue,#191970
apricot,#FBCEB1,charcoal_gray,#36454F
ivory,#FFFFF0,steel_gray,#4682B4
olive,#808000,cream,#FFFDD0
peach,#FFDAB9,midnight_blue,#191970
sky_blue,#87CEEB,charcoal_gray,#36454F
soft_lavender,#E6E6FA,sand,#C2B280
coral,#FF7F50,navy,#000080
mint_green,#98FF98,beige,#F5F5DC
light_coral,#F08080,forest_green,#228B22
buttercup,#FCE205,chocolate,#7B3F00
apricot,#FBCEB1,taupe,#483C32
ivory,#FFFFF0,sand,#C2B280
olive,#808000,steel_gray,#4682B4
peach,#FFDAB9,cream,#FFFDD0
sky_blue,#87CEEB,midnight_blue,#191970
soft_lavender,#E6E6FA,navy,#000080
coral,#FF7F50,charcoal_gray,#36454F
mint_green,#98FF98,taupe,#483C32
light_coral,#F08080,forest_green,#228B22
buttercup,#FCE205,cream,#FFFDD0
apricot,#FBCEB1,sand,#C2B280
ivory,#FFFFF0,charcoal_gray,#36454F
olive,#808000,midnight_blue,#191970
peach,#FFDAB9,steel_gray,#4682B4
sky_blue,#87CEEB,beige,#F5F5DC
soft_lavender,#E6E6FA,taupe,#483C32
coral,#FF7F50,navy,#000080
mint_green,#98FF98,cream,#FFFDD0
light_coral,#F08080,forest_green,#228B22
buttercup,#FCE205,chocolate,#7B3F00
apricot,#FBCEB1,sand,#C2B280
ivory,#FFFFF0,steel_gray,#4682B4
olive,#808000,midnight_blue,#191970
peach,#FFDAB9,charcoal_gray,#36454F
sky_blue,#87CEEB,cream,#FFFDD0
soft_lavender,#E6E6FA,navy,#000080
coral,#FF7F50,forest_green,#228B22
mint_green,#98FF98,sand,#C2B280
light_coral,#F08080,beige,#F5F5DC
buttercup,#FCE205,midnight_blue,#191970
apricot,#FBCEB1,charcoal_gray,#36454F
ivory,#FFFFF0,steel_gray,#4682B4
olive,#808000,cream,#FFFDD0
peach,#FFDAB9,midnight_blue,#191970
sky_blue,#87CEEB,charcoal_gray,#36454F
soft_lavender,#E6E6FA,sand,#C2B280
coral,#FF7F50,navy,#000080
mint_green,#98FF98,beige,#F5F5DC
light_coral,#F08080,forest_green,#228B22
buttercup,#FCE205,chocolate,#7B3F00
apricot,#FBCEB1,taupe,#483C32
ivory,#FFFFF0,sand,#C2B280
olive,#808000,steel_gray,#4682B4
peach,#FFDAB9,cream,#FFFDD0
sky_blue,#87CEEB,midnight_blue,#191970
soft_lavender,#E6E6FA,navy,#000080
coral,#FF7F50,charcoal_gray,#36454F
mint_green,#98FF98,taupe,#483C32
light_coral,#F08080,forest_green,#228B22
